Time (s),ESC (µs),Servo (µs),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Optical Speed (rad/s),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),4LHE Temp (ºF),App message,
30,1250,,0.07206187979799698,0.9643403528349492,21.92363832157296,2.342630107765524,335.103216384,51.35897520387883,32.744454216426625,63.756050595716786,0.029450494012240307,0.018776471863132475,72.05,,
90,1250,,0.07388810616081952,0.9735919921388192,21.922419841121023,2.3529160227882278,334.47489785327997,51.58161290246421,33.50591132676376,64.95708342839175,0.029057320144016976,0.01887478768800399,72.5,,
150,1250,,0.07250604656137224,0.9481624473064113,21.92474091517302,2.3363534265205383,336.77873246592,51.223943562739535,33.11144564038213,64.64056325500776,0.028635489298904224,0.018510141573639165,72.5,,
210,1250,,0.07421697886860701,0.9804296432122498,21.923156249775378,2.3414930235208264,335.73153491472,51.332917412406054,33.7797997926163,65.80533796906789,0.029024140143854706,0.019099433514279496,72.8375,,
270,1250,,0.07378115548051785,0.9688881070470016,21.923347086439822,2.33556711563289,334.78905711863996,51.20344851969498,33.48504493497917,65.39607370800314,0.02893495018233889,0.01892232134861633,73.0625,,
330,1250,,0.07404470043294892,0.9583405434608043,21.923353363625544,2.3379040907002926,335.103216384,51.25469751068818,33.64547201051193,65.64368466616315,0.028483492315441075,0.018697613877458955,73.0625,,
390,1250,,0.07363246675948544,0.9738203601761412,21.922538422493552,2.341402944223438,335.20793613911997,51.32949600727785,33.46821455977782,65.20269467487557,0.029096872151240502,0.018971944708712243,72.95,,
450,1250,,0.07323381212293235,0.9645475793687107,21.924846512348765,2.3314183279678327,335.20793613911997,51.11598899677153,33.287734317053115,65.12196080008461,0.028976065783923855,0.018869782201213624,72.725,,
510,1250,,0.07393544175253138,0.9689476326005028,21.92525266774052,2.324512837605101,334.16073858792,50.96553129389833,33.50137095988007,65.73338903638762,0.02892262629373814,0.019011822461203434,72.3875,,
570,1250,,0.07377056430879604,0.9655948595780619,21.924612084667388,2.329195237847273,334.89377687376,51.06670205925605,33.49826825375685,65.59708558208166,0.0288252172399918,0.018908502422138377,72.3875,,
